accuracy,loss,val_accuracy,val_loss,learning_rate
0.03155554458498955,3.8374531269073486,0.034471217542886734,3.807257652282715,0.0010000000474974513
0.040257226675748825,3.7900800704956055,0.04149933159351349,3.76385235786438,0.0010000000474974513
0.050441060215234756,3.7319979667663574,0.060352522879838943,3.666071891784668,0.0010000000474974513
0.0674380213022232,3.622694253921509,0.07753235101699829,3.5527236461639404,0.0010000000474974513
0.08787741512060165,3.5012614727020264,0.11557340621948242,3.385179042816162,0.0010000000474974513
0.11082690209150314,3.3707714080810547,0.13621151447296143,3.3214478492736816,0.0010000000474974513
0.13712318241596222,3.2368276119232178,0.17815707623958588,3.0883469581604004,0.0010000000474974513
0.16497334837913513,3.106987714767456,0.21028558909893036,2.9566051959991455,0.0010000000474974513
0.19683966040611267,2.9718332290649414,0.2565818727016449,2.7511425018310547,0.0010000000474974513
0.231024831533432,2.8408613204956055,0.2139669805765152,3.0422425270080566,0.0010000000474974513
0.2605244815349579,2.7146852016448975,0.33511826395988464,2.4815073013305664,0.0010000000474974513
0.28297194838523865,2.6106913089752197,0.30432841181755066,2.569060802459717,0.0010000000474974513
0.3070211112499237,2.520648717880249,0.37148594856262207,2.3483023643493652,0.0010000000474974513
0.32571539282798767,2.442383289337158,0.3891119956970215,2.2603938579559326,0.0010000000474974513
0.34498339891433716,2.3691718578338623,0.4513610005378723,2.102471113204956,0.0010000000474974513
0.363175630569458,2.293032646179199,0.42614904046058655,2.1934492588043213,0.0010000000474974513
0.3771604895591736,2.242565155029297,0.43418118357658386,2.121821165084839,0.0010000000474974513
0.41631802916526794,2.082854986190796,0.5148371458053589,1.975823163986206,0.0005000000237487257
0.42937055230140686,2.0253746509552,0.5359214544296265,1.8401416540145874,0.0005000000237487257
0.4407496750354767,1.982127070426941,0.5480812191963196,1.8061546087265015,0.0005000000237487257
0.4467739164829254,1.947165608406067,0.5306782722473145,1.8250523805618286,0.0005000000237487257
0.45241567492485046,1.9229055643081665,0.5240963697433472,1.9052329063415527,0.0005000000237487257
0.4762974679470062,1.8347424268722534,0.5757474303245544,1.784257411956787,0.0002500000118743628
0.48425808548927307,1.8070067167282104,0.5887996554374695,1.699236273765564,0.0002500000118743628
0.4879395663738251,1.7950564622879028,0.5879071950912476,1.7661302089691162,0.0002500000118743628
0.49377256631851196,1.7705882787704468,0.5958277583122253,1.6300653219223022,0.0002500000118743628
0.500848650932312,1.7502501010894775,0.6076528429985046,1.5502126216888428,0.0002500000118743628
0.4980516731739044,1.740074872970581,0.6029674410820007,1.7101179361343384,0.0002500000118743628
0.5092156529426575,1.7208718061447144,0.5876840949058533,1.7611335515975952,0.0002500000118743628
0.5146183371543884,1.6851516962051392,0.6291834115982056,1.6313626766204834,0.0001250000059371814
0.5242523550987244,1.6639188528060913,0.6353190541267395,1.5817179679870605,0.0001250000059371814
0.5246109366416931,1.64699125289917,0.6381080150604248,1.4108482599258423,6.25000029685907e-05
0.5266907215118408,1.6381343603134155,0.6358768343925476,1.5688103437423706,6.25000029685907e-05
0.5290095806121826,1.6350245475769043,0.6297411918640137,1.5447911024093628,6.25000029685907e-05
0.532834529876709,1.621116042137146,0.6446898579597473,1.5192290544509888,3.125000148429535e-05
0.5321173071861267,1.6176601648330688,0.6439089775085449,1.514643669128418,3.125000148429535e-05
0.5410341620445251,1.5994298458099365,0.6425702571868896,1.4812015295028687,1.5625000742147677e-05
